filename,width,height,class,xmin,ymin,xmax,ymax
Captcha000230.png,190,50,H,71,9,86,22
Captcha000230.png,190,50,Z,95,13,110,26
Captcha000230.png,190,50,k,113,14,126,27
Captcha000231.png,190,50,W,34,11,57,24
Captcha000231.png,190,50,h,65,11,78,24
Captcha000231.png,190,50,s,84,23,96,33
Captcha000231.png,190,50,G,104,21,119,34
Captcha000231.png,190,50,3,131,7,144,20
Captcha000232.png,190,50,1,35,21,48,34
Captcha000232.png,190,50,V,55,15,72,29
Captcha000232.png,190,50,a,82,10,94,20
Captcha000232.png,190,50,Q,107,14,124,29
Captcha000232.png,190,50,m,132,28,152,38
Captcha000233.png,190,50,3,25,15,38,28
Captcha000233.png,190,50,j,40,8,46,24
Captcha000233.png,190,50,g,57,15,71,29
Captcha000233.png,190,50,Y,81,14,94,27
Captcha000233.png,190,50,F,109,13,120,26
Captcha000234.png,190,50,L,25,10,36,23
Captcha000234.png,190,50,d,47,23,61,36
Captcha000234.png,190,50,t,78,9,88,21
Captcha000234.png,190,50,C,104,22,118,35
Captcha000234.png,190,50,5,117,19,130,32
Captcha000235.png,190,50,g,24,21,37,34
Captcha000235.png,190,50,h,46,20,58,33
Captcha000235.png,190,50,V,57,12,73,25
Captcha000235.png,190,50,7,88,15,101,28
Captcha000235.png,190,50,Y,116,9,129,23
Captcha000236.png,190,50,C,26,16,41,29
Captcha000236.png,190,50,9,44,18,57,31
Captcha000236.png,190,50,z,56,20,70,30
Captcha000236.png,190,50,w,81,23,99,33
Captcha000236.png,190,50,R,95,8,110,21
Captcha000237.png,190,50,C,33,10,47,24
Captcha000237.png,190,50,j,57,8,65,24
Captcha000237.png,190,50,A,77,17,93,30
Captcha000237.png,190,50,3,95,13,110,26
Captcha000237.png,190,50,z,118,12,131,22
Captcha000238.png,190,50,L,27,15,39,28
Captcha000238.png,190,50,E,44,26,56,40
Captcha000238.png,190,50,8,56,16,70,30
Captcha000238.png,190,50,c,80,26,92,37
Captcha000238.png,190,50,f,97,11,106,26
Captcha000239.png,190,50,C,33,19,47,33
Captcha000239.png,190,50,X,45,7,63,21
Captcha000239.png,190,50,y,72,25,87,40
Captcha000239.png,190,50,x,98,19,114,29
Captcha000239.png,190,50,3,116,23,129,36
Captcha000240.png,190,50,s,23,27,34,37
Captcha000240.png,190,50,v,46,29,60,40
Captcha000240.png,190,50,1,65,14,79,28
Captcha000240.png,190,50,H,94,19,109,32
Captcha000240.png,190,50,S,108,23,121,36
Captcha000241.png,190,50,6,28,26,41,39
Captcha000241.png,190,50,L,41,8,54,22
Captcha000241.png,190,50,f,68,18,77,31
Captcha000241.png,190,50,G,86,25,103,38
Captcha000241.png,190,50,w,107,15,125,25
Captcha000242.png,190,50,5,26,21,39,34
Captcha000242.png,190,50,Z,54,7,70,20
Captcha000242.png,190,50,M,73,9,92,23
Captcha000242.png,190,50,p,101,28,114,41
Captcha000242.png,190,50,l,87,9,91,23
Captcha000243.png,190,50,y,33,15,46,29
Captcha000243.png,190,50,h,61,20,75,34
Captcha000243.png,190,50,2,80,26,93,40
Captcha000243.png,190,50,P,106,24,120,37
Captcha000243.png,190,50,Q,136,25,153,40
Captcha000244.png,190,50,K,23,10,39,24
Captcha000244.png,190,50,4,46,12,59,25
Captcha000244.png,190,50,L,75,7,87,20
Captcha000244.png,190,50,s,102,28,115,39
Captcha000244.png,190,50,o,131,11,144,21
Captcha000245.png,190,50,u,24,19,37,30
Captcha000245.png,190,50,x,43,20,57,29
Captcha000245.png,190,50,H,72,19,88,34
Captcha000245.png,190,50,2,103,23,116,37
Captcha000245.png,190,50,T,121,13,136,27
Captcha000246.png,190,50,h,34,12,48,26
Captcha000246.png,190,50,j,45,25,53,42
Captcha000246.png,190,50,K,69,19,85,33
Captcha000246.png,190,50,9,100,12,113,26
Captcha000246.png,190,50,R,126,15,140,29
Captcha000247.png,190,50,g,37,27,52,41
Captcha000247.png,190,50,6,68,18,82,32
Captcha000247.png,190,50,o,96,21,108,32
Captcha000247.png,190,50,K,122,16,138,31
Captcha000247.png,190,50,E,139,16,151,30
Captcha000248.png,190,50,Y,20,10,35,24
Captcha000248.png,190,50,9,44,18,59,32
Captcha000248.png,190,50,i,71,9,77,24
Captcha000248.png,190,50,l,96,14,102,29
Captcha000248.png,190,50,E,117,10,130,24
Captcha000249.png,190,50,R,35,9,50,23
Captcha000249.png,190,50,5,54,17,68,30
Captcha000249.png,190,50,b,70,19,83,32
Captcha000249.png,190,50,o,88,10,101,20
Captcha000249.png,190,50,X,100,12,116,25
Captcha000250.png,190,50,y,35,27,49,41
Captcha000250.png,190,50,4,56,15,71,28
Captcha000250.png,190,50,H,86,11,101,25
Captcha000250.png,190,50,n,102,14,116,25
Captcha000250.png,190,50,S,126,24,139,37
Captcha000251.png,190,50,s,23,27,36,38
Captcha000251.png,190,50,H,43,10,59,25
Captcha000251.png,190,50,1,57,12,69,27
Captcha000251.png,190,50,t,83,12,93,24
Captcha000251.png,190,50,X,94,7,111,22
Captcha000252.png,190,50,M,25,18,45,33
Captcha000252.png,190,50,2,53,23,66,36
Captcha000252.png,190,50,n,84,26,98,37
Captcha000252.png,190,50,T,107,19,122,32
Captcha000252.png,190,50,r,134,27,146,39
Captcha000253.png,190,50,1,36,17,49,31
Captcha000253.png,190,50,o,50,15,65,26
Captcha000253.png,190,50,w,64,22,82,33
Captcha000253.png,190,50,Y,93,8,107,22
Captcha000253.png,190,50,E,107,8,119,21
Captcha000254.png,190,50,D,22,15,38,29
Captcha000254.png,190,50,F,38,15,50,28
Captcha000254.png,190,50,q,64,12,78,25
Captcha000254.png,190,50,e,91,10,104,22
Captcha000254.png,190,50,9,118,11,130,24
Captcha000255.png,190,50,2,27,24,41,38
Captcha000255.png,190,50,l,47,25,53,39
Captcha000255.png,190,50,D,73,18,89,33
Captcha000255.png,190,50,G,91,17,106,30
Captcha000255.png,190,50,h,116,15,132,29
Captcha000256.png,190,50,6,24,22,37,36
Captcha000256.png,190,50,y,40,11,55,26
Captcha000256.png,190,50,L,52,18,67,33
Captcha000256.png,190,50,f,74,15,84,28
Captcha000256.png,190,50,P,87,10,101,23
Captcha000257.png,190,50,7,31,18,45,32
Captcha000257.png,190,50,T,46,12,62,26
Captcha000257.png,190,50,R,74,11,89,25
Captcha000257.png,190,50,c,91,10,102,22
Captcha000257.png,190,50,l,107,19,112,33
Captcha000258.png,190,50,c,29,19,41,29
Captcha000258.png,190,50,5,48,11,62,24
Captcha000258.png,190,50,L,73,21,85,35
Captcha000258.png,190,50,h,86,8,100,22
Captcha000258.png,190,50,F,112,24,125,38
Captcha000259.png,190,50,G,26,22,41,35
Captcha000259.png,190,50,a,41,26,53,36
Captcha000259.png,190,50,5,62,12,76,25
Captcha000259.png,190,50,n,88,23,101,33
Captcha000259.png,190,50,A,104,24,121,38
Captcha000260.png,190,50,g,30,19,44,32
Captcha000260.png,190,50,p,51,22,65,36
Captcha000260.png,190,50,2,80,18,93,32
Captcha000260.png,190,50,E,100,13,114,27
Captcha000260.png,190,50,B,122,24,137,37
Captcha000261.png,190,50,g,24,22,38,37
Captcha000261.png,190,50,2,39,13,53,28
Captcha000261.png,190,50,u,52,19,66,30
Captcha000261.png,190,50,C,71,11,87,25
Captcha000261.png,190,50,V,99,18,115,33
Captcha000262.png,190,50,i,33,22,38,36
Captcha000262.png,190,50,6,48,18,61,31
Captcha000262.png,190,50,S,76,11,89,24
Captcha000262.png,190,50,A,97,11,113,24
Captcha000262.png,190,50,o,117,14,131,24
Captcha000263.png,190,50,1,38,15,52,29
Captcha000263.png,190,50,c,67,27,79,38
Captcha000263.png,190,50,E,97,7,110,21
Captcha000263.png,190,50,B,113,14,128,29
Captcha000263.png,190,50,x,127,17,141,29
Captcha000264.png,190,50,z,27,20,40,31
Captcha000264.png,190,50,L,43,7,56,21
Captcha000264.png,190,50,R,71,18,86,32
Captcha000264.png,190,50,9,101,25,115,38
Captcha000264.png,190,50,i,117,9,122,24
Captcha000265.png,190,50,6,33,8,46,21
Captcha000265.png,190,50,Z,62,12,77,25
Captcha000265.png,190,50,o,79,21,91,32
Captcha000265.png,190,50,t,97,16,107,30
Captcha000265.png,190,50,C,110,7,125,21
Captcha000266.png,190,50,7,25,26,39,40
Captcha000266.png,190,50,F,44,6,57,21
Captcha000266.png,190,50,q,68,13,82,28
Captcha000266.png,190,50,o,97,27,110,37
Captcha000266.png,190,50,Z,111,17,126,31
Captcha000267.png,190,50,D,19,11,36,25
Captcha000267.png,190,50,7,44,22,57,37
Captcha000267.png,190,50,m,55,11,76,22
Captcha000267.png,190,50,p,69,15,82,28
Captcha000267.png,190,50,W,93,23,117,36
Captcha000268.png,190,50,7,29,17,42,30
Captcha000268.png,190,50,h,48,22,64,36
Captcha000268.png,190,50,F,78,13,90,26
Captcha000268.png,190,50,u,107,18,121,29
Captcha000268.png,190,50,D,128,11,145,26
Captcha000269.png,190,50,c,35,22,47,32
Captcha000269.png,190,50,P,52,18,68,31
Captcha000269.png,190,50,E,68,18,80,33
Captcha000269.png,190,50,8,86,16,99,29
Captcha000269.png,190,50,f,107,16,117,30
Captcha000270.png,190,50,J,30,6,39,24
Captcha000270.png,190,50,7,50,25,65,38
Captcha000270.png,190,50,T,76,21,91,35
Captcha000270.png,190,50,y,105,10,120,24
Captcha000270.png,190,50,e,124,22,137,32
Captcha000271.png,190,50,d,34,24,47,39
Captcha000271.png,190,50,s,49,9,61,20
Captcha000271.png,190,50,R,61,7,76,21
Captcha000271.png,190,50,9,74,10,88,23
Captcha000271.png,190,50,L,103,10,116,25
Captcha000272.png,190,50,L,35,16,49,31
Captcha000272.png,190,50,t,65,11,76,24
Captcha000272.png,190,50,3,94,18,108,31
Captcha000272.png,190,50,F,112,19,126,34
Captcha000272.png,190,50,e,134,13,148,25
Captcha000273.png,190,50,v,22,21,37,33
Captcha000273.png,190,50,W,45,6,68,21
Captcha000273.png,190,50,K,67,11,85,26
Captcha000273.png,190,50,2,90,8,103,22
Captcha000273.png,190,50,u,119,26,134,37
Captcha000274.png,190,50,G,26,25,42,39
Captcha000274.png,190,50,4,52,21,68,35
Captcha000274.png,190,50,v,77,18,91,29
Captcha000274.png,190,50,a,99,17,110,28
Captcha000274.png,190,50,L,127,18,141,32
Captcha000275.png,190,50,t,24,23,36,35
Captcha000275.png,190,50,4,48,17,62,31
Captcha000275.png,190,50,J,71,7,81,24
Captcha000275.png,190,50,Z,89,12,105,26
Captcha000275.png,190,50,g,103,9,116,24
Captcha000276.png,190,50,t,32,25,42,38
Captcha000276.png,190,50,J,58,26,67,42
Captcha000276.png,190,50,F,72,17,85,30
Captcha000276.png,190,50,6,98,15,112,30
Captcha000276.png,190,50,q,122,22,137,38
Captcha000277.png,190,50,K,34,21,49,36
Captcha000277.png,190,50,2,58,23,72,37
Captcha000277.png,190,50,v,77,16,92,29
Captcha000277.png,190,50,P,96,22,111,35
Captcha000277.png,190,50,m,117,24,138,35
Captcha000278.png,190,50,F,20,16,32,29
Captcha000278.png,190,50,Q,37,11,55,28
Captcha000278.png,190,50,c,65,25,78,35
Captcha000278.png,190,50,1,84,24,97,38
Captcha000278.png,190,50,a,98,23,110,34
Captcha000279.png,190,50,V,37,20,54,34
Captcha000279.png,190,50,q,65,16,78,29
Captcha000279.png,190,50,H,77,24,92,39
Captcha000279.png,190,50,1,104,26,117,39
Captcha000279.png,190,50,m,119,21,140,32
Captcha000280.png,190,50,Z,22,13,38,27
Captcha000280.png,190,50,b,39,25,53,39
Captcha000280.png,190,50,1,66,14,80,28
Captcha000280.png,190,50,l,86,24,92,36
Captcha000280.png,190,50,S,112,9,126,23
Captcha000281.png,190,50,v,24,26,38,38
Captcha000281.png,190,50,1,46,19,61,33
Captcha000281.png,190,50,M,73,24,94,39
Captcha000281.png,190,50,J,99,14,108,33
Captcha000281.png,190,50,e,123,19,137,30
Captcha000282.png,190,50,3,35,16,50,31
Captcha000282.png,190,50,Y,56,19,70,33
Captcha000282.png,190,50,p,75,25,89,40
Captcha000282.png,190,50,P,101,20,117,34
Captcha000282.png,190,50,w,118,21,136,32
Captcha000283.png,190,50,4,23,10,39,24
Captcha000283.png,190,50,X,52,24,71,40
Captcha000283.png,190,50,x,74,21,88,33
Captcha000283.png,190,50,P,98,13,113,27
Captcha000283.png,190,50,d,120,7,134,21
Captcha000284.png,190,50,o,23,27,37,38
Captcha000284.png,190,50,M,40,7,60,21
Captcha000284.png,190,50,v,69,15,83,27
Captcha000284.png,190,50,4,81,11,96,26
Captcha000284.png,190,50,S,96,14,110,27
Captcha000285.png,190,50,i,23,24,29,39
Captcha000285.png,190,50,h,39,21,54,34
Captcha000285.png,190,50,A,61,13,78,26
Captcha000285.png,190,50,E,82,17,95,30
Captcha000285.png,190,50,2,110,23,123,36
Captcha000286.png,190,50,F,30,10,42,23
Captcha000286.png,190,50,d,45,26,58,40
Captcha000286.png,190,50,9,75,14,90,27
Captcha000286.png,190,50,s,91,25,104,37
Captcha000286.png,190,50,T,116,11,131,25
Captcha000287.png,190,50,k,24,20,38,35
Captcha000287.png,190,50,4,41,13,57,27
Captcha000287.png,190,50,b,66,21,81,36
Captcha000287.png,190,50,D,81,6,99,21
Captcha000287.png,190,50,X,103,19,120,35
Captcha000288.png,190,50,R,37,20,53,37
Captcha000288.png,190,50,k,66,8,80,21
Captcha000288.png,190,50,3,86,14,99,27
Captcha000288.png,190,50,E,115,9,128,24
Captcha000288.png,190,50,g,130,21,142,34
Captcha000289.png,190,50,4,35,12,48,26
Captcha000289.png,190,50,P,48,13,63,27
Captcha000289.png,190,50,i,76,8,82,22
Captcha000289.png,190,50,n,93,10,107,21
Captcha000289.png,190,50,F,122,19,135,34
Captcha000290.png,190,50,r,26,17,38,28
Captcha000290.png,190,50,n,54,13,69,25
Captcha000290.png,190,50,Q,68,22,85,38
Captcha000290.png,190,50,Q,92,21,111,37
Captcha000290.png,190,50,3,106,14,119,27
Captcha000291.png,190,50,4,29,23,43,37
Captcha000291.png,190,50,e,49,16,63,25
Captcha000291.png,190,50,Z,64,20,80,33
Captcha000291.png,190,50,k,79,10,93,23
Captcha000291.png,190,50,F,109,18,122,31
Captcha000292.png,190,50,h,30,12,44,25
Captcha000292.png,190,50,7,48,10,61,23
Captcha000292.png,190,50,b,62,22,76,35
Captcha000292.png,190,50,V,91,10,108,24
Captcha000292.png,190,50,F,122,19,135,32
Captcha000293.png,190,50,h,30,17,44,31
Captcha000293.png,190,50,3,58,18,74,31
Captcha000293.png,190,50,J,82,11,89,29
Captcha000293.png,190,50,p,108,11,122,25
Captcha000293.png,190,50,P,126,24,141,38
Captcha000294.png,190,50,o,26,26,40,37
Captcha000294.png,190,50,h,44,23,59,38
Captcha000294.png,190,50,U,57,9,75,24
Captcha000294.png,190,50,4,81,21,96,36
Captcha000294.png,190,50,Q,95,8,112,25
Captcha000295.png,190,50,v,26,12,41,24
Captcha000295.png,190,50,n,44,9,57,20
Captcha000295.png,190,50,2,68,18,81,31
Captcha000295.png,190,50,C,85,16,99,29
Captcha000295.png,190,50,D,100,15,116,29
Captcha000296.png,190,50,o,32,17,46,27
Captcha000296.png,190,50,P,47,13,62,26
Captcha000296.png,190,50,4,78,20,93,33
Captcha000296.png,190,50,G,109,9,125,23
Captcha000296.png,190,50,p,127,26,141,40
Captcha000297.png,190,50,m,28,21,50,32
Captcha000297.png,190,50,M,44,24,64,38
Captcha000297.png,190,50,6,71,16,85,29
Captcha000297.png,190,50,Z,86,19,101,32
Captcha000297.png,190,50,d,115,8,129,22
Captcha000298.png,190,50,6,35,8,49,23
Captcha000298.png,190,50,w,52,12,71,22
Captcha000298.png,190,50,m,81,10,101,20
Captcha000298.png,190,50,M,96,18,114,31
Captcha000298.png,190,50,Z,112,8,127,21
Captcha000299.png,190,50,e,32,25,44,36
Captcha000299.png,190,50,2,55,24,68,37
Captcha000299.png,190,50,y,74,19,89,32
Captcha000299.png,190,50,Y,102,21,116,34
Captcha000299.png,190,50,V,121,6,138,20
Captcha000300.png,190,50,3,35,21,50,35
Captcha000300.png,190,50,n,64,11,79,21
Captcha000300.png,190,50,H,91,9,105,22
Captcha000300.png,190,50,n,105,22,118,34
Captcha000300.png,190,50,Q,122,15,139,30
Captcha000301.png,190,50,i,29,26,35,39
Captcha000301.png,190,50,E,58,18,72,31
Captcha000301.png,190,50,6,88,16,102,30
Captcha000301.png,190,50,v,109,23,123,35
Captcha000301.png,190,50,C,133,7,148,20
Captcha000302.png,190,50,E,19,18,33,34
Captcha000302.png,190,50,j,47,19,56,36
Captcha000302.png,190,50,D,80,21,96,35
Captcha000302.png,190,50,4,96,19,112,33
Captcha000302.png,190,50,g,120,11,133,25
Captcha000303.png,190,50,q,26,24,40,38
Captcha000303.png,190,50,V,47,8,65,22
Captcha000303.png,190,50,u,71,28,84,41
Captcha000303.png,190,50,3,93,14,107,27
Captcha000303.png,190,50,C,115,16,131,30
Captcha000304.png,190,50,9,36,14,50,28
Captcha000304.png,190,50,W,57,21,81,34
Captcha000304.png,190,50,P,85,11,100,25
Captcha000304.png,190,50,a,106,24,119,36
Captcha000304.png,190,50,j,123,7,130,23
Captcha000305.png,190,50,6,37,24,50,37
Captcha000305.png,190,50,U,53,16,68,30
Captcha000305.png,190,50,u,85,17,97,28
Captcha000305.png,190,50,F,97,21,109,36
Captcha000305.png,190,50,a,122,23,134,35
Captcha000306.png,190,50,p,25,10,38,24
Captcha000306.png,190,50,R,48,7,64,22
Captcha000306.png,190,50,1,66,14,81,28
Captcha000306.png,190,50,X,85,13,102,27
Captcha000306.png,190,50,g,100,21,113,34
Captcha000307.png,190,50,7.,37,11,49,25
Captcha000307.png,190,50,E,58,22,72,35
Captcha000307.png,190,50,x,78,21,92,32
Captcha000307.png,190,50,d,104,23,118,37
Captcha000307.png,190,50,P,129,23,145,36
Captcha000308.png,190,50,g,38,27,52,43
Captcha000308.png,190,50,R,59,24,77,38
Captcha000308.png,190,50,a,82,18,95,29
Captcha000308.png,190,50,9,106,15,119,29
Captcha000308.png,190,50,U,129,18,144,32
Captcha000309.png,190,50,T,24,10,40,24
Captcha000309.png,190,50,o,57,17,71,28
Captcha000309.png,190,50,g,70,28,82,41
Captcha000309.png,190,50,D,93,9,110,24
Captcha000309.png,190,50,1,123,12,136,26
Captcha000310.png,190,50,s,20,23,34,35
Captcha000310.png,190,50,h,46,19,60,35
Captcha000310.png,190,50,Z,70,12,85,27
Captcha000310.png,190,50,9,99,9,113,23
Captcha000310.png,190,50,U,123,19,138,32
Captcha000311.png,190,50,3,22,14,38,29
Captcha000311.png,190,50,d,52,19,67,33
Captcha000311.png,190,50,H,76,20,93,35
Captcha000311.png,190,50,r,99,24,111,36
Captcha000311.png,190,50,Z,118,5,134,21
Captcha000312.png,190,50,z,24,23,37,34
Captcha000312.png,190,50,K,50,17,66,31
Captcha000312.png,190,50,L,75,21,88,36
Captcha000312.png,190,50,9,95,9,108,24
Captcha000312.png,190,50,u,114,17,127,29
Captcha000313.png,190,50,G,32,16,48,30
Captcha000313.png,190,50,s,61,26,75,37
Captcha000313.png,190,50,k,84,11,99,27
Captcha000313.png,190,50,D,113,10,130,25
Captcha000313.png,190,50,2,129,21,144,35
Captcha000314.png,190,50,y,32,21,46,36
Captcha000314.png,190,50,D,59,25,77,39
Captcha000314.png,190,50,s,81,20,94,32
Captcha000314.png,190,50,9,104,13,119,27
Captcha000314.png,190,50,M,120,5,139,22
Captcha000315.png,190,50,Q,20,26,40,42
Captcha000315.png,190,50,l,50,7,57,22
Captcha000315.png,190,50,6,81,11,94,25
Captcha000315.png,190,50,E,93,23,106,37
Captcha000315.png,190,50,s,122,26,135,36
Captcha000316.png,190,50,k,29,18,45,32
Captcha000316.png,190,50,2,60,11,73,26
Captcha000316.png,190,50,f,74,6,83,21
Captcha000316.png,190,50,Q,100,25,118,40
Captcha000316.png,190,50,X,112,22,130,37
Captcha000317.png,190,50,b,25,8,39,23
Captcha000317.png,190,50,6,42,7,57,20
Captcha000317.png,190,50,h,62,26,76,39
Captcha000317.png,190,50,Z,89,14,105,28
Captcha000317.png,190,50,V,108,9,124,24
Captcha000318.png,190,50,V,23,23,41,37
Captcha000318.png,190,50,K,47,15,64,29
Captcha000318.png,190,50,w,66,16,86,28
Captcha000318.png,190,50,k,94,20,110,35
Captcha000318.png,190,50,4,115,14,130,30
Captcha000319.png,190,50,P,33,16,47,30
Captcha000319.png,190,50,u,50,18,64,30
Captcha000319.png,190,50,Y,62,13,77,28
Captcha000319.png,190,50,v,80,24,95,35
Captcha000319.png,190,50,5,107,9,121,22
Captcha000320.png,190,50,a,20,21,32,32
Captcha000320.png,190,50,G,33,10,48,24
Captcha000320.png,190,50,1,47,24,60,38
Captcha000320.png,190,50,M,66,22,86,36
Captcha000320.png,190,50,l,94,12,99,25
Captcha000321.png,190,50,y,24,17,39,31
Captcha000321.png,190,50,W,49,12,73,25
Captcha000321.png,190,50,o,63,24,78,35
Captcha000321.png,190,50,4,90,9,105,24
